"user_id","customer_id","date_key","year_month","total_events","logins","projects_created","tasks_created","feature_interactions","invites_sent","reports_viewed","engagement_score","web_events","ios_events","android_events","plan_tier","country","acquisition_channel"
"007e807a-b3ee-4248-883b-a886ebfa96ff","007e807a-b3ee-4248-883b-a886ebfa96ff",20240901,"2024-09","87","22","5","39","16","3","2","1.60","57","14","16","pro","ZA","linkedin_ads"
"007e807a-b3ee-4248-883b-a886ebfa96ff","007e807a-b3ee-4248-883b-a886ebfa96ff",20241001,"2024-10","93","18","7","43","23","2","0","1.69","57","21","15","pro","ZA","linkedin_ads"
"007e807a-b3ee-4248-883b-a886ebfa96ff","007e807a-b3ee-4248-883b-a886ebfa96ff",20241101,"2024-11","84","35","7","16","22","2","2","1.57","53","14","17","pro","ZA","linkedin_ads"
"007e807a-b3ee-4248-883b-a886ebfa96ff","007e807a-b3ee-4248-883b-a886ebfa96ff",20241201,"2024-12","89","8","11","34","27","4","5","1.82","65","10","14","pro","ZA","linkedin_ads"
"007e807a-b3ee-4248-883b-a886ebfa96ff","007e807a-b3ee-4248-883b-a886ebfa96ff",20250101,"2025-01","89","30","6","28","19","3","3","1.57","65","15","9","pro","ZA","linkedin_ads"
"007e807a-b3ee-4248-883b-a886ebfa96ff","007e807a-b3ee-4248-883b-a886ebfa96ff",20250201,"2025-02","88","21","7","36","17","1","6","1.52","55","21","12","pro","ZA","linkedin_ads"
"007e807a-b3ee-4248-883b-a886ebfa96ff","007e807a-b3ee-4248-883b-a886ebfa96ff",20250301,"2025-03","100","21","12","37","24","1","5","1.65","55","17","28","pro","ZA","linkedin_ads"
"007e807a-b3ee-4248-883b-a886ebfa96ff","007e807a-b3ee-4248-883b-a886ebfa96ff",20250401,"2025-04","79","21","11","28","8","3","8","1.57","51","15","13","pro","ZA","linkedin_ads"
"007e807a-b3ee-4248-883b-a886ebfa96ff","007e807a-b3ee-4248-883b-a886ebfa96ff",20250501,"2025-05","95","29","9","42","11","2","2","1.57","60","18","17","pro","ZA","linkedin_ads"
"007e807a-b3ee-4248-883b-a886ebfa96ff","007e807a-b3ee-4248-883b-a886ebfa96ff",20250601,"2025-06","80","27","12","23","10","3","5","1.62","53","12","15","pro","ZA","linkedin_ads"
"00ba9c06-8a1e-4ad7-a0d8-36beab957377","00ba9c06-8a1e-4ad7-a0d8-36beab957377",20240501,"2024-05","167","28","16","61","39","6","14","1.61","115","32","20","business","GB","google_ads"
"00ba9c06-8a1e-4ad7-a0d8-36beab957377","00ba9c06-8a1e-4ad7-a0d8-36beab957377",20240601,"2024-06","273","93","11","95","52","12","10","1.54","191","46","36","business","GB","google_ads"
"00ba9c06-8a1e-4ad7-a0d8-36beab957377","00ba9c06-8a1e-4ad7-a0d8-36beab957377",20240701,"2024-07","152","15","14","76","33","5","9","1.69","93","24","35","business","GB","google_ads"
"00ba9c06-8a1e-4ad7-a0d8-36beab957377","00ba9c06-8a1e-4ad7-a0d8-36beab957377",20240801,"2024-08","230","42","21","118","26","10","13","1.63","153","42","35","business","GB","google_ads"
"00ba9c06-8a1e-4ad7-a0d8-36beab957377","00ba9c06-8a1e-4ad7-a0d8-36beab957377",20240901,"2024-09","155","28","11","75","28","4","9","1.58","106","32","17","business","GB","google_ads"
"00ba9c06-8a1e-4ad7-a0d8-36beab957377","00ba9c06-8a1e-4ad7-a0d8-36beab957377",20241001,"2024-10","232","54","11","112","35","6","14","1.50","147","47","38","business","GB","google_ads"
"00ba9c06-8a1e-4ad7-a0d8-36beab957377","00ba9c06-8a1e-4ad7-a0d8-36beab957377",20241101,"2024-11","194","59","10","79","21","5","19","1.39","115","42","37","business","GB","google_ads"
"00bd12d1-01c3-41c0-9bc3-b2faab82cc8e","00bd12d1-01c3-41c0-9bc3-b2faab82cc8e",20241201,"2024-12","19","5","1","5","5","0","0","1.34","15","4","0","starter","DE","product_hunt"
"00bd12d1-01c3-41c0-9bc3-b2faab82cc8e","00bd12d1-01c3-41c0-9bc3-b2faab82cc8e",20250101,"2025-01","16","7","1","4","4","0","0","1.50","12","0","4","starter","DE","product_hunt"
"00bd12d1-01c3-41c0-9bc3-b2faab82cc8e","00bd12d1-01c3-41c0-9bc3-b2faab82cc8e",20250201,"2025-02","17","5","1","6","4","0","1","1.47","11","1","5","starter","DE","product_hunt"
"00bd12d1-01c3-41c0-9bc3-b2faab82cc8e","00bd12d1-01c3-41c0-9bc3-b2faab82cc8e",20250301,"2025-03","21","2","2","11","5","0","1","1.64","12","5","4","starter","DE","product_hunt"
"00bd12d1-01c3-41c0-9bc3-b2faab82cc8e","00bd12d1-01c3-41c0-9bc3-b2faab82cc8e",20250401,"2025-04","18","6","2","6","3","0","1","1.50","11","5","2","starter","DE","product_hunt"
"00bd12d1-01c3-41c0-9bc3-b2faab82cc8e","00bd12d1-01c3-41c0-9bc3-b2faab82cc8e",20250501,"2025-05","19","6","1","7","5","0","0","1.55","9","5","5","starter","DE","product_hunt"
"00bd12d1-01c3-41c0-9bc3-b2faab82cc8e","00bd12d1-01c3-41c0-9bc3-b2faab82cc8e",20250601,"2025-06","22","5","2","12","2","0","1","1.50","18","2","2","starter","DE","product_hunt"
"017d5fb3-416d-4128-874b-b616b760b84d","017d5fb3-416d-4128-874b-b616b760b84d",20241201,"2024-12","18","4","1","5","5","0","0","1.36","11","3","4","starter","KE","linkedin_ads"
"017d5fb3-416d-4128-874b-b616b760b84d","017d5fb3-416d-4128-874b-b616b760b84d",20250101,"2025-01","20","7","2","5","5","0","1","1.53","13","4","3","starter","KE","linkedin_ads"
"017d5fb3-416d-4128-874b-b616b760b84d","017d5fb3-416d-4128-874b-b616b760b84d",20250201,"2025-02","18","4","2","8","4","0","0","1.67","14","2","2","starter","KE","linkedin_ads"
"017d5fb3-416d-4128-874b-b616b760b84d","017d5fb3-416d-4128-874b-b616b760b84d",20250301,"2025-03","14","3","2","7","2","0","0","1.68","8","3","3","starter","KE","linkedin_ads"
"017d5fb3-416d-4128-874b-b616b760b84d","017d5fb3-416d-4128-874b-b616b760b84d",20250401,"2025-04","26","9","2","10","4","0","1","1.46","17","6","3","starter","KE","linkedin_ads"
"017d5fb3-416d-4128-874b-b616b760b84d","017d5fb3-416d-4128-874b-b616b760b84d",20250501,"2025-05","15","5","1","7","2","0","0","1.50","10","3","2","starter","KE","linkedin_ads"
"017d5fb3-416d-4128-874b-b616b760b84d","017d5fb3-416d-4128-874b-b616b760b84d",20250601,"2025-06","17","8","1","6","1","0","1","1.29","12","3","2","starter","KE","linkedin_ads"
"018fde18-e7d5-4ee8-bcbb-355d276ddc06","018fde18-e7d5-4ee8-bcbb-355d276ddc06",20250301,"2025-03","76","23","10","8","23","4","5","1.67","47","18","11","pro","NG","linkedin_ads"
"018fde18-e7d5-4ee8-bcbb-355d276ddc06","018fde18-e7d5-4ee8-bcbb-355d276ddc06",20250401,"2025-04","114","20","7","58","21","1","7","1.53","74","24","16","pro","NG","linkedin_ads"
"018fde18-e7d5-4ee8-bcbb-355d276ddc06","018fde18-e7d5-4ee8-bcbb-355d276ddc06",20250501,"2025-05","94","26","9","35","13","2","9","1.48","67","19","8","pro","NG","linkedin_ads"
"018fde18-e7d5-4ee8-bcbb-355d276ddc06","018fde18-e7d5-4ee8-bcbb-355d276ddc06",20250601,"2025-06","78","7","8","30","27","3","3","1.82","47","16","15","pro","NG","linkedin_ads"
"021cf935-d08e-41d9-8a63-0c98ad892621","021cf935-d08e-41d9-8a63-0c98ad892621",20240601,"2024-06","66","11","9","23","12","1","7","1.52","45","14","7","pro","CA","google_ads"
"021cf935-d08e-41d9-8a63-0c98ad892621","021cf935-d08e-41d9-8a63-0c98ad892621",20240701,"2024-07","94","5","10","40","28","4","7","1.78","58","19","17","pro","CA","google_ads"
"021cf935-d08e-41d9-8a63-0c98ad892621","021cf935-d08e-41d9-8a63-0c98ad892621",20240801,"2024-08","108","37","3","45","15","3","5","1.44","73","24","11","pro","CA","google_ads"
"021cf935-d08e-41d9-8a63-0c98ad892621","021cf935-d08e-41d9-8a63-0c98ad892621",20240901,"2024-09","104","25","5","50","18","3","3","1.57","73","16","15","pro","CA","google_ads"
"021cf935-d08e-41d9-8a63-0c98ad892621","021cf935-d08e-41d9-8a63-0c98ad892621",20241001,"2024-10","103","33","8","32","19","2","9","1.47","65","15","23","pro","CA","google_ads"
"021cf935-d08e-41d9-8a63-0c98ad892621","021cf935-d08e-41d9-8a63-0c98ad892621",20241101,"2024-11","72","16","7","30","13","3","3","1.67","49","12","11","pro","CA","google_ads"
"021cf935-d08e-41d9-8a63-0c98ad892621","021cf935-d08e-41d9-8a63-0c98ad892621",20241201,"2024-12","102","31","10","26","21","4","10","1.55","65","28","9","pro","CA","google_ads"
"021cf935-d08e-41d9-8a63-0c98ad892621","021cf935-d08e-41d9-8a63-0c98ad892621",20250101,"2025-01","76","30","9","29","1","3","4","1.51","56","13","7","pro","CA","google_ads"
"021cf935-d08e-41d9-8a63-0c98ad892621","021cf935-d08e-41d9-8a63-0c98ad892621",20250201,"2025-02","96","23","4","38","24","1","6","1.50","61","23","12","pro","CA","google_ads"
"021cf935-d08e-41d9-8a63-0c98ad892621","021cf935-d08e-41d9-8a63-0c98ad892621",20250301,"2025-03","89","28","10","25","17","2","7","1.54","61","19","9","pro","CA","google_ads"
"021cf935-d08e-41d9-8a63-0c98ad892621","021cf935-d08e-41d9-8a63-0c98ad892621",20250401,"2025-04","88","18","6","29","26","3","6","1.63","61","14","13","pro","CA","google_ads"
"021cf935-d08e-41d9-8a63-0c98ad892621","021cf935-d08e-41d9-8a63-0c98ad892621",20250501,"2025-05","91","19","9","34","24","0","5","1.59","57","17","17","pro","CA","google_ads"
"021cf935-d08e-41d9-8a63-0c98ad892621","021cf935-d08e-41d9-8a63-0c98ad892621",20250601,"2025-06","113","27","8","51","20","3","4","1.59","75","21","17","pro","CA","google_ads"
"021dc990-5938-4cce-aa51-469773a5907d","021dc990-5938-4cce-aa51-469773a5907d",20241001,"2024-10","178","33","13","83","29","6","11","1.56","122","35","21","business","KE","google_ads"
"021dc990-5938-4cce-aa51-469773a5907d","021dc990-5938-4cce-aa51-469773a5907d",20241101,"2024-11","224","46","15","107","26","9","21","1.52","150","51","23","business","KE","google_ads"
"021dc990-5938-4cce-aa51-469773a5907d","021dc990-5938-4cce-aa51-469773a5907d",20241201,"2024-12","189","55","12","57","38","9","18","1.53","103","37","49","business","KE","google_ads"
"021dc990-5938-4cce-aa51-469773a5907d","021dc990-5938-4cce-aa51-469773a5907d",20250101,"2025-01","196","77","19","43","29","13","15","1.57","129","34","33","business","KE","google_ads"
"021dc990-5938-4cce-aa51-469773a5907d","021dc990-5938-4cce-aa51-469773a5907d",20250201,"2025-02","203","39","15","34","90","7","18","1.69","131","33","39","business","KE","google_ads"
"021dc990-5938-4cce-aa51-469773a5907d","021dc990-5938-4cce-aa51-469773a5907d",20250301,"2025-03","174","47","18","43","51","4","10","1.63","103","42","29","business","KE","google_ads"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20240201,"2024-02","87","27","5","25","22","3","2","1.56","55","13","19","pro","DE","referral"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20240301,"2024-03","77","11","8","31","17","2","8","1.60","52","11","14","pro","DE","referral"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20240401,"2024-04","106","22","7","55","14","3","5","1.56","64","27","15","pro","DE","referral"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20240501,"2024-05","97","21","8","44","17","3","4","1.62","71","18","8","pro","DE","referral"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20240601,"2024-06","107","21","6","53","19","2","6","1.54","66","23","18","pro","DE","referral"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20240701,"2024-07","102","15","6","53","14","4","10","1.53","71","15","16","pro","DE","referral"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20240801,"2024-08","95","32","10","27","24","1","1","1.63","64","21","10","pro","DE","referral"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20240901,"2024-09","76","25","4","28","10","4","5","1.51","55","10","11","pro","DE","referral"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20241001,"2024-10","127","24","8","66","24","0","5","1.54","90","20","17","pro","DE","referral"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20241101,"2024-11","67","15","11","28","6","2","5","1.64","38","19","10","pro","DE","referral"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20241201,"2024-12","65","15","5","24","12","2","7","1.51","43","16","6","pro","DE","referral"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20250101,"2025-01","83","18","6","34","16","2","7","1.53","55","16","12","pro","DE","referral"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20250201,"2025-02","103","31","12","32","21","4","3","1.68","77","13","13","pro","DE","referral"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20250301,"2025-03","79","27","12","21","10","5","4","1.70","44","19","16","pro","DE","referral"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20250401,"2025-04","119","28","4","64","15","2","6","1.46","82","21","16","pro","DE","referral"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20250501,"2025-05","107","30","10","46","12","3","6","1.54","56","35","16","pro","DE","referral"
"022a0b0d-c2f3-4a8b-9c83-1845df26a12f","022a0b0d-c2f3-4a8b-9c83-1845df26a12f",20250601,"2025-06","87","22","12","20","21","3","9","1.63","50","23","14","pro","DE","referral"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20240101,"2024-01","22","6","2","7","4","0","0","1.39","15","3","4","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20240201,"2024-02","17","8","2","3","4","0","0","1.56","13","2","2","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20240301,"2024-03","30","9","1","15","4","0","1","1.42","24","6","0","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20240401,"2024-04","26","6","1","13","5","0","1","1.48","18","7","1","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20240501,"2024-05","29","9","2","13","4","0","1","1.47","14","9","6","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20240601,"2024-06","19","1","1","12","4","0","1","1.58","14","2","3","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20240701,"2024-07","18","5","1","9","3","0","0","1.53","12","4","2","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20240801,"2024-08","25","10","2","9","3","0","1","1.42","17","4","4","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20240901,"2024-09","23","4","2","11","5","0","1","1.59","12","8","3","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20241001,"2024-10","18","5","1","8","4","0","0","1.56","14","2","2","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20241101,"2024-11","19","6","1","7","5","0","0","1.55","16","2","1","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20241201,"2024-12","19","7","3","4","4","0","1","1.58","11","5","3","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20250101,"2025-01","17","5","1","9","2","0","0","1.50","14","1","2","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20250201,"2025-02","27","9","1","11","5","0","1","1.43","18","5","4","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20250301,"2025-03","24","9","2","9","4","0","0","1.52","15","8","1","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20250401,"2025-04","21","3","2","12","4","0","0","1.67","15","2","4","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20250501,"2025-05","18","4","1","9","4","0","0","1.58","12","5","1","starter","US","product_hunt"
"02b445a8-e028-4acd-8760-e9bc8801e17e","02b445a8-e028-4acd-8760-e9bc8801e17e",20250601,"2025-06","14","4","0","6","4","0","0","1.50","8","2","4","starter","US","product_hunt"
"046360a0-abb3-4e61-bf4f-c6b2746de1c0","046360a0-abb3-4e61-bf4f-c6b2746de1c0",20240201,"2024-02","77","24","10","12","18","4","6","1.61","49","14","14","pro","GB","organic_search"
"046360a0-abb3-4e61-bf4f-c6b2746de1c0","046360a0-abb3-4e61-bf4f-c6b2746de1c0",20240301,"2024-03","84","27","5","24","16","2","10","1.40","51","16","17","pro","GB","organic_search"
"046360a0-abb3-4e61-bf4f-c6b2746de1c0","046360a0-abb3-4e61-bf4f-c6b2746de1c0",20240401,"2024-04","93","21","12","41","13","3","3","1.68","57","24","12","pro","GB","organic_search"
"046360a0-abb3-4e61-bf4f-c6b2746de1c0","046360a0-abb3-4e61-bf4f-c6b2746de1c0",20240501,"2024-05","77","32","2","19","14","5","5","1.49","48","13","16","pro","GB","organic_search"
"046360a0-abb3-4e61-bf4f-c6b2746de1c0","046360a0-abb3-4e61-bf4f-c6b2746de1c0",20240601,"2024-06","98","19","9","42","25","2","1","1.70","61","22","15","pro","GB","organic_search"
"046360a0-abb3-4e61-bf4f-c6b2746de1c0","046360a0-abb3-4e61-bf4f-c6b2746de1c0",20240701,"2024-07","84","21","8","31","16","1","7","1.52","52","23","9","pro","GB","organic_search"
"046360a0-abb3-4e61-bf4f-c6b2746de1c0","046360a0-abb3-4e61-bf4f-c6b2746de1c0",20240801,"2024-08","98","22","9","29","30","2","6","1.64","74","15","9","pro","GB","organic_search"
"046360a0-abb3-4e61-bf4f-c6b2746de1c0","046360a0-abb3-4e61-bf4f-c6b2746de1c0",20240901,"2024-09","83","19","11","20","26","1","6","1.66","52","24","7","pro","GB","organic_search"
"046360a0-abb3-4e61-bf4f-c6b2746de1c0","046360a0-abb3-4e61-bf4f-c6b2746de1c0",20241001,"2024-10","114","15","8","65","21","3","2","1.67","74","16","24","pro","GB","organic_search"
"046360a0-abb3-4e61-bf4f-c6b2746de1c0","046360a0-abb3-4e61-bf4f-c6b2746de1c0",20241101,"2024-11","91","18","2","40","23","1","6","1.47","54","25","12","pro","GB","organic_search"
"0471aec1-f70a-40d8-aae5-a858bcb30d3a","0471aec1-f70a-40d8-aae5-a858bcb30d3a",20240201,"2024-02","79","18","3","34","13","2","6","1.42","51","18","10","pro","NG","google_ads"
"0471aec1-f70a-40d8-aae5-a858bcb30d3a","0471aec1-f70a-40d8-aae5-a858bcb30d3a",20240301,"2024-03","66","28","6","9","21","2","0","1.66","40","15","11","pro","NG","google_ads"
"0471aec1-f70a-40d8-aae5-a858bcb30d3a","0471aec1-f70a-40d8-aae5-a858bcb30d3a",20240401,"2024-04","69","17","8","16","19","2","6","1.61","41","15","13","pro","NG","google_ads"
"04f81ab4-8ef2-48d4-8640-359b2b519888","04f81ab4-8ef2-48d4-8640-359b2b519888",20240701,"2024-07","87","18","16","30","13","3","4","1.71","65","11","11","pro","NG","product_hunt"
"04f81ab4-8ef2-48d4-8640-359b2b519888","04f81ab4-8ef2-48d4-8640-359b2b519888",20240801,"2024-08","64","8","11","29","5","4","7","1.73","43","13","8","pro","NG","product_hunt"
"04f81ab4-8ef2-48d4-8640-359b2b519888","04f81ab4-8ef2-48d4-8640-359b2b519888",20240901,"2024-09","78","20","6","20","20","4","8","1.59","50","15","13","pro","NG","product_hunt"
"04f81ab4-8ef2-48d4-8640-359b2b519888","04f81ab4-8ef2-48d4-8640-359b2b519888",20241001,"2024-10","86","14","8","41","14","2","7","1.58","53","19","14","pro","NG","product_hunt"
"04f81ab4-8ef2-48d4-8640-359b2b519888","04f81ab4-8ef2-48d4-8640-359b2b519888",20241101,"2024-11","117","39","6","26","40","2","4","1.57","72","31","14","pro","NG","product_hunt"
"04f81ab4-8ef2-48d4-8640-359b2b519888","04f81ab4-8ef2-48d4-8640-359b2b519888",20241201,"2024-12","86","15","10","37","14","3","7","1.63","55","15","16","pro","NG","product_hunt"
"04f81ab4-8ef2-48d4-8640-359b2b519888","04f81ab4-8ef2-48d4-8640-359b2b519888",20250101,"2025-01","91","22","7","32","24","2","4","1.62","57","22","12","pro","NG","product_hunt"
"04f81ab4-8ef2-48d4-8640-359b2b519888","04f81ab4-8ef2-48d4-8640-359b2b519888",20250201,"2025-02","85","33","9","18","18","4","3","1.64","52","23","10","pro","NG","product_hunt"
"04f81ab4-8ef2-48d4-8640-359b2b519888","04f81ab4-8ef2-48d4-8640-359b2b519888",20250301,"2025-03","117","28","9","53","18","4","5","1.59","69","29","19","pro","NG","product_hunt"
"04f81ab4-8ef2-48d4-8640-359b2b519888","04f81ab4-8ef2-48d4-8640-359b2b519888",20250401,"2025-04","66","5","7","22","21","2","9","1.65","45","7","14","pro","NG","product_hunt"
"04f81ab4-8ef2-48d4-8640-359b2b519888","04f81ab4-8ef2-48d4-8640-359b2b519888",20250501,"2025-05","77","8","9","28","19","3","10","1.65","55","15","7","pro","NG","product_hunt"
"04f81ab4-8ef2-48d4-8640-359b2b519888","04f81ab4-8ef2-48d4-8640-359b2b519888",20250601,"2025-06","79","34","8","15","14","3","5","1.53","54","12","13","pro","NG","product_hunt"
"05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242","05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242",20240801,"2024-08","198","59","16","62","26","10","22","1.47","129","39","30","business","ZA","google_ads"
"05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242","05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242",20240901,"2024-09","200","72","11","82","15","9","11","1.47","131","37","32","business","ZA","google_ads"
"05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242","05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242",20241001,"2024-10","200","15","17","97","51","9","11","1.75","135","42","23","business","ZA","google_ads"
"05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242","05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242",20241101,"2024-11","198","44","15","66","54","7","12","1.64","127","40","31","business","ZA","google_ads"
"05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242","05a7bdcd-9a3a-4e99-8cf0-24e8dca7a242",20241201,"2024-12","231","61","13","72","60","7","18","1.54","146","46","39","business","ZA","google_ads"
